Park_and_Ride_Station,Passengers,Radius,Tour_Length
Saddletowne CTrain Park and Ride,8,3,28133.859999999997
Saddletowne CTrain Park and Ride,8,3,13464.092999999997
Saddletowne CTrain Park and Ride,8,4,25573.655999999995
Saddletowne CTrain Park and Ride,8,4,29160.331000000002
Saddletowne CTrain Park and Ride,8,4,
Saddletowne CTrain Park and Ride,8,5,
Saddletowne CTrain Park and Ride,8,5,35351.369999999995
Saddletowne CTrain Park and Ride,8,5,27868.721999999994
Saddletowne CTrain Park and Ride,9,1,
Saddletowne CTrain Park and Ride,9,1,7350.353
Saddletowne CTrain Park and Ride,9,1,8458.419
Saddletowne CTrain Park and Ride,9,2,15571.546
Saddletowne CTrain Park and Ride,9,2,13592.161
Saddletowne CTrain Park and Ride,9,2,17186.719
Saddletowne CTrain Park and Ride,9,3,31069.584999999992
Saddletowne CTrain Park and Ride,9,3,
Saddletowne CTrain Park and Ride,9,3,
Saddletowne CTrain Park and Ride,9,4,30829.574
Saddletowne CTrain Park and Ride,9,4,26665.077
Saddletowne CTrain Park and Ride,9,4,26605.201999999994
Saddletowne CTrain Park and Ride,9,5,34458.812
Saddletowne CTrain Park and Ride,9,5,27360.163999999997
Saddletowne CTrain Park and Ride,9,5,26949.813999999995
Saddletowne CTrain Park and Ride,10,1,7233.495999999999
Saddletowne CTrain Park and Ride,10,1,4347.853999999999
Saddletowne CTrain Park and Ride,10,1,
Saddletowne CTrain Park and Ride,10,2,11175.239
Saddletowne CTrain Park and Ride,10,2,10367.303999999998
Saddletowne CTrain Park and Ride,10,2,13937.225999999999
Saddletowne CTrain Park and Ride,10,3,13186.773
Saddletowne CTrain Park and Ride,10,3,14634.238999999998
Saddletowne CTrain Park and Ride,10,3,17756.237999999998
Saddletowne CTrain Park and Ride,10,4,33842.44099999999
Saddletowne CTrain Park and Ride,10,4,26882.712
Saddletowne CTrain Park and Ride,10,4,
Saddletowne CTrain Park and Ride,10,5,38335.76799999999
Saddletowne CTrain Park and Ride,10,5,37089.07
Saddletowne CTrain Park and Ride,10,5,36364.54499999999
Saddletowne CTrain Park and Ride,11,1,8673.961
Saddletowne CTrain Park and Ride,11,1,9436.369999999999
Saddletowne CTrain Park and Ride,11,1,6809.153999999999
Saddletowne CTrain Park and Ride,11,2,15970.585
Saddletowne CTrain Park and Ride,11,2,16856.127
Saddletowne CTrain Park and Ride,11,2,21111.200999999997
Saddletowne CTrain Park and Ride,11,3,19469.118999999995
Saddletowne CTrain Park and Ride,11,3,15502.935999999998
Saddletowne CTrain Park and Ride,11,3,27979.115999999995
Saddletowne CTrain Park and Ride,11,4,29305.701
Saddletowne CTrain Park and Ride,11,4,31792.996999999996
Saddletowne CTrain Park and Ride,11,4,24405.17199999999
Saddletowne CTrain Park and Ride,11,5,41273.581999999995
Saddletowne CTrain Park and Ride,11,5,38073.13799999999
Saddletowne CTrain Park and Ride,11,5,
Sirocco Station,3,1,3856.2239999999997
Sirocco Station,3,1,13441.279000000002
Sirocco Station,3,1,10982.026999999998
Sirocco Station,3,2,6701.467999999999
Sirocco Station,3,2,6788.049
Sirocco Station,3,2,11434.688
Sirocco Station,3,3,13754.860999999997
Sirocco Station,3,3,8687.692
Sirocco Station,3,3,6960.25
Sirocco Station,3,4,17913.478999999996
Sirocco Station,3,4,16625.959999999995
Sirocco Station,3,4,20890.805
Sirocco Station,3,5,25113.119
Sirocco Station,3,5,22612.675
Sirocco Station,3,5,10155.19
Sirocco Station,4,1,8869.613999999998
Sirocco Station,4,1,8032.756000000001
Sirocco Station,4,1,10792.757999999998
Sirocco Station,4,2,10035.082999999999
Sirocco Station,4,2,8409.793999999998
Sirocco Station,4,2,10274.969
Sirocco Station,4,3,16500.514
Sirocco Station,4,3,14922.200999999997
Sirocco Station,4,3,16248.879999999997
Sirocco Station,4,4,14137.068999999998
Sirocco Station,4,4,11704.683999999997
Sirocco Station,4,4,18521.322
Sirocco Station,4,5,22945.202999999998
Sirocco Station,4,5,14488.904999999999
Sirocco Station,4,5,25699.492999999995
Sirocco Station,5,1,3741.2619999999997
Sirocco Station,5,1,12086.892999999998
Sirocco Station,5,1,10449.590999999999
Sirocco Station,5,2,14494.782999999998
Sirocco Station,5,2,12800.909
Sirocco Station,5,2,11913.384
Sirocco Station,5,3,20701.114999999998
Sirocco Station,5,3,17955.731999999996
Sirocco Station,5,3,10423.428
Sirocco Station,5,4,26722.737999999998
Sirocco Station,5,4,33863.026
Sirocco Station,5,4,15926.217
Sirocco Station,5,5,26246.205999999995
Sirocco Station,5,5,12720.872999999998
Sirocco Station,5,5,24116.851999999995
Sirocco Station,6,1,10432.106999999998
Sirocco Station,6,1,11362.948
Sirocco Station,6,1,14043.979
Sirocco Station,6,2,14969.858999999999
Sirocco Station,6,2,12285.295999999998
Sirocco Station,6,2,12198.591999999999
Sirocco Station,6,3,18393.337999999996
Sirocco Station,6,3,18335.277999999995
Sirocco Station,6,3,21069.683999999997
Sirocco Station,6,4,25026.736999999997
Sirocco Station,6,4,14331.433999999997
Sirocco Station,6,4,28253.424
Sirocco Station,6,5,23601.922000000002
Sirocco Station,6,5,45106.47400000001
Sirocco Station,6,5,
Sirocco Station,7,1,10486.579
Sirocco Station,7,1,13886.174999999997
Sirocco Station,7,1,9899.651999999998
Sirocco Station,7,2,18143.14
Sirocco Station,7,2,19100.029
Sirocco Station,7,2,18513.721999999998
Sirocco Station,7,3,17761.283999999996
Sirocco Station,7,3,
Sirocco Station,7,3,21727.033999999996
Sirocco Station,7,4,35363.434
Sirocco Station,7,4,17349.605999999996
Sirocco Station,7,4,21751.696
Sirocco Station,7,5,21716.783999999996
Sirocco Station,7,5,29148.563
Sirocco Station,7,5,45030.16599999999
Sirocco Station,8,1,7740.706999999999
Sirocco Station,8,1,12325.219999999998
Sirocco Station,8,1,15544.199999999999
Sirocco Station,8,2,
Sirocco Station,8,2,11935.037999999997
Sirocco Station,8,2,15991.886
Sirocco Station,8,3,21829.786999999993
Sirocco Station,8,3,28416.34599999999
Sirocco Station,8,3,21864.3
Sirocco Station,8,4,29555.388999999996
Sirocco Station,8,4,35275.44
Sirocco Station,8,4,29452.599000000002
Sirocco Station,8,5,27593.072999999993
Sirocco Station,8,5,24756.452999999998
Sirocco Station,8,5,36695.380000000005
Sirocco Station,9,1,16789.826999999997
Sirocco Station,9,1,17890.667999999998
Sirocco Station,9,1,8173.0289999999995
Sirocco Station,9,2,19488.302999999996
Sirocco Station,9,2,18657.359
Sirocco Station,9,2,22354.133
Sirocco Station,9,3,16381.307999999997
Sirocco Station,9,3,17752.505999999998
Sirocco Station,9,3,16978.915999999997
Sirocco Station,9,4,32835.193
Sirocco Station,9,4,23348.273999999994
Sirocco Station,9,4,32353.023
Sirocco Station,9,5,38914.37599999999
Sirocco Station,9,5,43486.548
Sirocco Station,9,5,42756.36
Sirocco Station,10,1,16552.490999999995
Sirocco Station,10,1,7693.311999999999
Sirocco Station,10,1,12087.778999999999
Sirocco Station,10,2,25705.221999999994
Sirocco Station,10,2,17131.740999999998
Sirocco Station,10,2,18267.058999999997
Sirocco Station,10,3,27448.960999999996
Sirocco Station,10,3,20944.570999999996
Sirocco Station,10,3,18872.234999999997
Sirocco Station,10,4,32127.615
Sirocco Station,10,4,38822.879
Sirocco Station,10,4,41822.255999999994
Sirocco Station,10,5,
Sirocco Station,10,5,28787.153
Sirocco Station,10,5,26520.636
Sirocco Station,11,1,17217.577999999998
Sirocco Station,11,1,12923.953999999998
Sirocco Station,11,1,15052.705999999998
Sirocco Station,11,2,23168.944999999996
Sirocco Station,11,2,20970.566999999995
Sirocco Station,11,2,21921.064
Sirocco Station,11,3,33778.789
Sirocco Station,11,3,19501.947999999997
Sirocco Station,11,3,22853.734
Sirocco Station,11,4,41078.604999999996
Sirocco Station,11,4,38549.03599999999
Sirocco Station,11,4,38298.082
Sirocco Station,11,5,39125.146
Sirocco Station,11,5,
Sirocco Station,11,5,31353.765
Marlborough Mall,8,4,22309.689
Marlborough Mall,3,1,3912.659
Marlborough Mall,3,1,3420.657
Marlborough Mall,3,1,
Marlborough Mall,3,2,5144.744000000001
Marlborough Mall,3,2,5831.943
Marlborough Mall,3,2,5533.34
Marlborough Mall,3,3,12396.371000000001
Marlborough Mall,3,3,
Marlborough Mall,3,3,7080.648999999999
Marlborough Mall,3,4,20623.578999999998
Marlborough Mall,3,4,8469.997
Marlborough Mall,3,4,17301.813
Marlborough Mall,3,5,12631.505999999998
Marlborough Mall,3,5,25581.865
Marlborough Mall,3,5,20646.326
Marlborough Mall,4,1,
Marlborough Mall,4,1,4817.811
Marlborough Mall,4,1,4374.5019999999995
Marlborough Mall,4,2,11013.269
Marlborough Mall,4,2,9937.734
Marlborough Mall,4,2,9839.693
Marlborough Mall,4,3,16619.635
Marlborough Mall,4,3,12337.466999999999
Marlborough Mall,4,3,12130.116999999998
Marlborough Mall,4,4,19263.071
Marlborough Mall,4,4,17083.128
Marlborough Mall,4,4,17597.617999999995
Marlborough Mall,4,5,14084.411
Marlborough Mall,4,5,29621.609000000004
Marlborough Mall,4,5,23014.029000000002
Marlborough Mall,5,1,5158.906
Marlborough Mall,5,1,4634.7080000000005
Marlborough Mall,5,1,
Marlborough Mall,5,2,
Marlborough Mall,5,2,8318.939
Marlborough Mall,5,2,11064.033
Marlborough Mall,5,3,
Marlborough Mall,5,3,12624.809
Marlborough Mall,5,3,8407.857999999998
Marlborough Mall,5,4,17683.821999999996
Marlborough Mall,5,4,
Marlborough Mall,5,4,14720.976999999999
Marlborough Mall,5,5,20146.113999999998
Marlborough Mall,5,5,21150.507999999994
Marlborough Mall,5,5,25713.712
Marlborough Mall,6,1,8893.761999999999
Marlborough Mall,6,1,3930.499
Marlborough Mall,6,1,6027.156999999999
Marlborough Mall,6,2,12580.003999999999
Marlborough Mall,6,2,
Marlborough Mall,6,2,10715.497
Marlborough Mall,6,3,10911.383999999998
Marlborough Mall,6,3,
Marlborough Mall,6,3,12460.139999999998
Marlborough Mall,6,4,20193.227
Marlborough Mall,6,4,
Marlborough Mall,6,4,22976.464
Marlborough Mall,6,5,24468.251
Marlborough Mall,6,5,
Marlborough Mall,6,5,30247.448
Marlborough Mall,7,1,5313.687999999999
Marlborough Mall,7,1,
Marlborough Mall,7,1,
Marlborough Mall,7,2,11028.104999999998
Marlborough Mall,7,2,
Marlborough Mall,7,2,
Marlborough Mall,7,3,14296.952000000001
Marlborough Mall,7,3,15475.86
Marlborough Mall,7,3,21100.094999999994
Marlborough Mall,7,4,23014.035
Marlborough Mall,7,4,25479.960999999996
Marlborough Mall,7,4,20281.328999999998
Marlborough Mall,7,5,
Marlborough Mall,7,5,
Marlborough Mall,7,5,28766.957
Marlborough Mall,8,1,6783.774
Marlborough Mall,8,1,
Marlborough Mall,8,1,6605.17
Marlborough Mall,8,2,15405.562
Marlborough Mall,8,2,12879.311999999998
Marlborough Mall,8,2,11003.705999999996
Marlborough Mall,8,3,16658.990999999998
Marlborough Mall,8,3,10381.461999999998
Marlborough Mall,8,3,19372.814
Marlborough Mall,8,4,21569.863999999998
Marlborough Mall,8,4,19529.424
Marlborough Mall,8,4,21046.004999999997
Marlborough Mall,8,5,29166.907999999996
Marlborough Mall,8,5,29315.349
Marlborough Mall,8,5,24244.017
Marlborough Mall,9,1,7922.036999999999
Marlborough Mall,9,1,
Marlborough Mall,9,1,7781.879000000001
Marlborough Mall,9,2,17797.980999999996
Marlborough Mall,9,2,
Marlborough Mall,9,2,
Marlborough Mall,9,3,24157.244999999995
Marlborough Mall,9,3,18637.515999999996
Marlborough Mall,9,3,19848.885
Marlborough Mall,9,4,24267.062999999995
Marlborough Mall,9,4,12698.309999999998
Marlborough Mall,9,4,26755.042999999994
Marlborough Mall,9,5,39511.452
Marlborough Mall,9,5,
Marlborough Mall,9,5,20746.745
Marlborough Mall,10,1,9184.503999999999
Marlborough Mall,10,1,8512.92
Marlborough Mall,10,1,
Marlborough Mall,10,2,
Marlborough Mall,10,2,16030.351999999999
Marlborough Mall,10,2,
Marlborough Mall,10,3,
Marlborough Mall,10,3,
Marlborough Mall,10,3,21980.998999999996
Marlborough Mall,10,4,27076.596999999998
Marlborough Mall,10,4,28894.511
Marlborough Mall,10,4,28109.315
Marlborough Mall,10,5,43951.80499999999
Marlborough Mall,10,5,
Marlborough Mall,10,5,30970.687
Marlborough Mall,11,1,
Marlborough Mall,11,1,9475.115999999998
Marlborough Mall,11,1,
Marlborough Mall,11,2,14525.750999999998
Marlborough Mall,11,2,15196.042
Marlborough Mall,11,2,
Marlborough Mall,11,3,24269.469999999994
Marlborough Mall,11,3,
Marlborough Mall,11,3,18612.213
Marlborough Mall,11,4,20770.411999999997
Marlborough Mall,11,4,26911.692999999996
Marlborough Mall,11,4,29559.656
Marlborough Mall,11,5,
Marlborough Mall,11,5,34948.974
Marlborough Mall,11,5,34019.647
